L_Hip_x,L_Hip_y,L_Hip_z,L_Knee_x,L_Knee_y,L_Knee_z,L_Ankle_x,L_Ankle_y,L_Ankle_z,L_Toe_x,L_Toe_y,L_Toe_z,R_Hip_x,R_Hip_y,R_Hip_z,R_Knee_x,R_Knee_y,R_Knee_z,R_Ankle_x,R_Ankle_y,R_Ankle_z,R_Toe_x,R_Toe_y,R_Toe_z
-0.06779835,0.13305429,-0.025885776,-0.013482202,0.5784564,-0.014183385,0.073781565,-0.3492011,0.011426402,0.0,0.0,0.0,0.044461977,-0.09168214,-0.0004290944,0.0024684595,1.5246434,-0.0026023206,0.029156335,0.07314257,-0.052685194,0.008490548,0.044235364,-0.010470796
0.023668323,0.28597412,-0.034198336,0.016483406,0.41768605,-0.051456258,0.03303005,-0.2143336,-0.026643878,-0.00010726786,0.00052683847,-0.00014446488,0.10437553,-0.2468573,-0.020936461,0.010700261,1.3536683,-0.014934273,0.017840432,0.018200833,-0.063114546,0.010331562,0.07291951,-0.021380715
0.1229315,0.37831825,-0.055217624,0.017950108,0.2824991,-0.080225304,-0.034619138,0.05473988,-0.063300095,-0.00024210071,0.000911887,-0.00025698665,0.1602849,-0.3587384,-0.023705231,0.02043164,1.0626081,-0.042069785,0.0051594297,-0.0045434544,-0.08612533,0.00853674,0.08384696,-0.03556953
0.18709792,0.40628064,-0.08190809,0.024513379,0.23123091,-0.10185633,-0.089243725,0.2901555,-0.07411438,-0.002021562,0.0056370925,-0.0014702725,0.19675487,-0.41076162,-0.0055203736,0.016936015,0.6868923,-0.055884376,-0.008199163,-0.012721896,-0.08516586,0.0036384189,0.070909135,-0.04201069
0.18788873,0.40009063,-0.093198694,0.05675539,0.3072646,-0.1106705,-0.1059274,0.35767493,-0.06832326,-0.0061641783,0.011827977,-0.004202607,0.20083062,-0.40020522,0.016066581,-0.012205501,0.29835793,-0.034230806,-0.014751817,-0.02389582,-0.05241138,0.0009766623,0.049981873,-0.03594497
0.15355314,0.3920294,-0.10018853,0.09613423,0.5132447,-0.11638428,-0.099742584,0.31914264,-0.056677014,-0.008489348,0.015211098,-0.0051467647,0.196064,-0.36311093,0.029482715,-0.028982539,0.07249742,-0.0007997086,-0.011174214,-0.047367558,-0.012121336,-0.0019456185,0.025322946,-0.026598739
0.14325601,0.38241118,-0.123249225,0.095249936,0.8042993,-0.11361445,-0.08649362,0.27291244,-0.043412942,-0.0071186493,0.016391834,-0.0033034326,0.22384037,-0.3261709,0.057655334,-0.022442505,0.11748006,0.027218293,-0.004556343,-0.058721207,0.012033411,-0.005396581,-0.010402083,-0.013227873
0.17434402,0.3502237,-0.12559593,0.031468607,1.1195536,-0.056937397,-0.06697756,0.24355851,-0.0206974,-0.0067280764,0.014990824,-0.0015298299,0.28335103,-0.28468522,0.07936781,-0.018752297,0.34311306,0.02665968,-0.0041320478,-0.03481813,0.00051250565,-0.003944664,-0.015182325,-0.0033082801
0.22299302,0.2784087,-0.091797926,-0.014957832,1.3890823,0.00082739117,-0.053131178,0.20969468,-0.0074954974,-0.0050783106,0.0119208,6.122186e-05,0.33237988,-0.21904945,0.082349844,-0.008754885,0.5929062,0.013094272,-0.031759873,-0.119090036,-0.024049815,-0.0014026271,-0.0050847526,-0.0007471962
0.23776053,0.14179614,-0.04665345,-0.010474396,1.5480547,0.008522522,-0.051753283,0.16706479,-0.017267589,0.0011662098,0.0021164687,-0.0013730082,0.3294108,-0.08915233,0.046444103,-0.008846681,0.6704481,0.0046587456,-0.06571972,-0.2436345,-0.04139217,-0.0002779831,-0.0006417173,0.00013267888
0.18496914,-0.024295859,0.0013123064,-0.0032457656,1.550203,0.001312914,-0.052877605,0.11564473,-0.035181943,0.004043976,0.005033999,-0.004181879,0.26855898,0.08802334,0.0024832694,-0.028584942,0.575817,0.01517506,-0.06959841,-0.27788875,-0.03379211,0.0,0.0,0.0
0.07529799,-0.1796908,0.03165561,-0.020962872,1.4007144,0.006855044,-0.043542042,0.073544994,-0.031408474,0.00048264422,0.028087648,-0.0010740411,0.14904888,0.2535613,-0.0044769966,-0.0480274,0.417854,0.043998457,-0.030052243,-0.15032136,0.006986124,0.00045363785,0.00049617817,0.0007983645
-0.03331721,-0.29824954,0.027037822,-0.047120627,1.1346661,0.026849117,-0.023876721,0.054659277,0.0050567957,-0.0042466926,0.04715147,0.0072130077,0.010766779,0.3538807,0.03227785,-0.052921113,0.2969879,0.08270344,0.034191333,0.09381915,0.055547673,0.0008900568,0.0013033012,0.0011098024
-0.09199404,-0.35869092,0.00087159825,-0.049325906,0.78577566,0.034290858,-0.0030059528,0.030288864,0.028872263,-0.0043885624,0.048156645,0.014075507,-0.07774459,0.3911377,0.07583223,-0.06422874,0.25472403,0.117720604,0.07943107,0.28384763,0.08096116,0.0031811015,0.008208343,0.0028540408
-0.08427774,-0.35464072,-0.025741855,-0.012078903,0.41247335,0.0067424932,0.008398546,-0.0052305623,0.014114656,-0.0027405708,0.039734308,0.014936715,-0.05772652,0.40010464,0.08554491,-0.10050625,0.3329322,0.13318768,0.087198935,0.30990264,0.07988525,0.006530812,0.01744112,0.0053454414
-0.06778454,-0.31907704,-0.034747213,0.018778864,0.15159549,-0.023688186,0.008866233,-0.05068604,-0.015447601,-0.0008873511,0.027248211,0.013003187,0.01799037,0.39946434,0.07638269,-0.13289636,0.5351611,0.13576229,0.07459819,0.26318958,0.060335614,0.008443881,0.024491824,0.005709209
-0.08350474,-0.27849373,-0.045425333,0.008065651,0.13169128,-0.03886135,0.0016317676,-0.06782834,-0.033391654,0.002722571,-0.0018806368,0.00840738,0.058063358,0.37564728,0.074494496,-0.115412705,0.8259685,0.11124416,0.05573481,0.22041145,0.02223046,0.01354232,0.035417665,0.0063157585
-0.11929657,-0.23596558,-0.05279634,-0.011942772,0.32947123,-0.02467578,0.0057824287,-0.06929088,-0.019827535,0.0025646542,-0.010934621,0.002800403,0.040772162,0.3171697,0.07088146,-0.053398903,1.1402434,0.05200175,0.037799016,0.19151056,-0.025647005,0.01952224,0.04326501,0.003820279
-0.15152201,-0.17337814,-0.053431757,-0.035207998,0.58301705,0.00056043064,0.037546694,-0.17375307,0.00545111,0.00087594247,-0.0041620424,0.0008434275,0.0035402928,0.22615282,0.054384235,-0.007298282,1.4017726,0.0068184445,0.027198805,0.16070852,-0.055131752,0.017158339,0.03412091,-0.0023022215
-0.13745967,-0.042849798,-0.041531812,-0.032503422,0.6678356,0.0028683306,0.07076029,-0.30963877,0.018965455,0.0,0.0,0.0,0.0063122,0.08099873,0.034351557,0.0023967905,1.5458615,-0.002423069,0.02598606,0.12552537,-0.058155823,0.011427822,0.025588168,-0.0056111286
-0.084446855,0.124599464,-0.034519423,0.0014357024,0.5851338,-0.022727834,0.071466744,-0.34364617,0.0088761,0.0,0.0,0.0,0.042527236,-0.09076061,0.020031828,0.0019972974,1.5263948,-0.0017406231,0.02633032,0.08644739,-0.048803512,0.010377802,0.04543567,-0.009354251
0.011354316,0.27694857,-0.041110072,0.028925478,0.42120433,-0.059047826,0.030331576,-0.20786572,-0.030118624,0.0,0.0,0.0,0.09664293,-0.24078926,0.0068966253,0.010962554,1.3479762,-0.011224852,0.020899028,0.051240046,-0.05161107,0.011842145,0.07494338,-0.017128127
0.11685429,0.36944562,-0.060901646,0.02810787,0.28140956,-0.087066375,-0.036014196,0.05575854,-0.06702001,-0.00013397147,0.0006460558,-0.00017051377,0.14794481,-0.3455985,0.011113293,0.021030985,1.0511642,-0.02936563,0.011751093,0.032729406,-0.06475069,0.010334382,0.0865312,-0.026402712
0.18750949,0.39960012,-0.08449001,0.031560592,0.22818118,-0.10527064,-0.0871602,0.2780305,-0.07656966,-0.0021859573,0.006314654,-0.0015913383,0.18096873,-0.39251474,0.032230973,0.010959639,0.674068,-0.029711623,0.0015515704,0.0203102,-0.058739197,0.006247053,0.07767657,-0.030429332
0.18519112,0.39630312,-0.08823434,0.06307877,0.3122762,-0.10729775,-0.09953887,0.33496466,-0.066049084,-0.005937041,0.01221811,-0.0040005282,0.18149762,-0.38061312,0.045931395,-0.025107116,0.28878316,-0.0029300489,-0.0033339318,-0.0019747184,-0.025663238,0.0035087147,0.057714988,-0.024588767
0.13977095,0.38678613,-0.091270566,0.09985537,0.5367302,-0.11125389,-0.0914659,0.2937129,-0.05205424,-0.0068396535,0.014722155,-0.0039180685,0.16811983,-0.3447771,0.0437424,-0.032645125,0.06714293,0.020989124,-0.0019195168,-0.034991454,0.00876291,0.00041405045,0.030194534,-0.017135952
0.11923723,0.3710222,-0.1099619,0.09146569,0.85313624,-0.10320967,-0.076937735,0.2533861,-0.034539733,-0.0053495984,0.014239722,-0.0021093998,0.19292367,-0.30648386,0.059241425,-0.024794133,0.11396844,0.03723784,-0.00030024388,-0.054903805,0.022938054,-0.0036075446,-0.009283336,-0.0077053397
0.145159,0.33086446,-0.10258776,0.024020027,1.1923722,-0.041399803,-0.05789562,0.22494897,-0.007863834,-0.005973096,0.013943538,-0.0015227124,0.25541893,-0.25697407,0.0767919,-0.026046073,0.32916862,0.03563626,-0.0012728594,-0.03563557,0.009614183,-0.0034418365,-0.01600222,-0.0021092014
0.20054893,0.25119662,-0.064445905,-0.011870571,1.4754922,0.0055277785,-0.04850226,0.19286719,-6.735785e-05,-0.0045108246,0.00982105,0.00030735164,0.31392905,-0.18270002,0.080626585,-0.018465234,0.5675894,0.025522014,-0.025490684,-0.1154509,-0.012157963,-0.0013000211,-0.0055828476,-0.0006445917
0.2212961,0.11062601,-0.026634786,0.0029803787,1.6306677,0.002462758,-0.052473243,0.1538341,-0.025756087,0.0032580683,-0.0014456293,-0.0026227273,0.31441346,-0.049036387,0.047601905,-0.016197197,0.6458093,0.017897118,-0.058041994,-0.24079777,-0.027728586,-0.00036770268,-0.0012479557,1.11765615e-07
0.16572969,-0.057083696,0.011281173,0.012264923,1.6164253,-0.0075219846,-0.053164415,0.10288641,-0.04911372,0.005023344,0.0043739555,-0.0054763034,0.24801418,0.13082555,0.007489475,-0.035907593,0.55193144,0.02840682,-0.062682875,-0.27750605,-0.020735554,-0.00025556597,-0.0007671748,8.5627384e-05
0.04983679,-0.21334603,0.030759854,-0.008932342,1.4468195,-0.00089711905,-0.040524554,0.06612779,-0.033185143,-0.0007139291,0.028499667,-0.0016988367,0.11950595,0.29286483,0.005107847,-0.05645144,0.3964277,0.056150656,-0.024825897,-0.14886446,0.017971013,0.0,0.0,0.0
-0.06208093,-0.32662767,0.010855433,-0.03576531,1.1556259,0.019145785,-0.019296363,0.044962864,0.007926436,-0.005892411,0.047519777,0.006378043,-0.024391951,0.38126773,0.045631517,-0.06212862,0.28247535,0.09251174,0.03745895,0.09999077,0.063342035,0.0003561282,0.0004615782,0.00057460164
-0.114135884,-0.372493,-0.022935936,-0.03121093,0.7772497,0.022387002,0.00025889845,0.021534171,0.03024883,-0.00566382,0.047100965,0.012185802,-0.10635416,0.40633306,0.087778606,-0.07674452,0.24884,0.12522747,0.081048116,0.29494014,0.084743835,0.0021479712,0.008789764,0.0016825182
-0.09336325,-0.3512287,-0.043000862,0.009434738,0.38058457,-0.008162072,0.007901133,-0.015051263,0.009348036,-0.0032993117,0.03656418,0.011600091,-0.07344187,0.4054256,0.09721027,-0.11093719,0.34246492,0.14366977,0.08924214,0.3205351,0.08577566,0.0030475385,0.019135749,0.0016942509
-0.06646403,-0.30323496,-0.046629507,0.026163273,0.1260092,-0.039826065,0.002856316,-0.058023743,-0.028016455,-0.0012520923,0.023926534,0.008643801,0.007191515,0.39549285,0.08955428,-0.13261154,0.56347805,0.1442159,0.077212915,0.2713966,0.06749605,0.004278824,0.02681787,0.0016896987
-0.07917237,-0.2576537,-0.051782984,0.0079574855,0.14094774,-0.04798733,-0.0036318724,-0.06657085,-0.041053586,0.0017667592,-0.006105187,0.0032217163,0.045162547,0.36261904,0.08583555,-0.10181433,0.868465,0.1075857,0.057865914,0.2237991,0.026327165,0.009864174,0.037626084,0.002856478
-0.11875218,-0.21067268,-0.052601997,-0.012687735,0.35692376,-0.025089871,0.006090733,-0.072250076,-0.019201405,0.0020284369,-0.010819004,0.0010373582,0.02753993,0.29386425,0.072971575,-0.035295222,1.1856077,0.03957443,0.04096916,0.19228536,-0.02220104,0.015650604,0.04325547,0.0008443318
-0.15213908,-0.13769843,-0.051380567,-0.034584552,0.5929806,-0.0014851345,0.039082557,-0.1837259,0.0047251745,0.0007114205,-0.0037398231,0.0005365253,-0.0020491888,0.19049478,0.045038622,0.0017886093,1.4360718,-0.000982512,0.033076394,0.16006093,-0.049683567,0.013585608,0.03273742,-0.0036336442
-0.13750154,-0.001188372,-0.04041486,-0.028158607,0.6543653,-0.0030806786,0.069138855,-0.3126168,0.0151405735,0.0,0.0,0.0,0.00731526,0.036631875,0.018637272,0.0038248536,1.5532326,-0.0037765645,0.033046335,0.122827865,-0.05197847,0.008905187,0.02709738,-0.0058827065
-0.074442,0.1645872,-0.03478606,0.006410911,0.5584737,-0.030002901,0.06604805,-0.33253175,0.0020783017,0.0,0.0,0.0,0.05420249,-0.13212565,0.000291931,0.003767117,1.49595,-0.003550188,0.032990564,0.08956511,-0.047306396,0.0084867,0.04985889,-0.010659272
0.02752693,0.30578122,-0.04283524,0.030372625,0.3952702,-0.0638662,0.022782577,-0.18262596,-0.03646298,0.0,0.0,0.0,0.114752136,-0.27344483,-0.009405786,0.016487617,1.2813436,-0.017835483,0.025802057,0.060792156,-0.053751472,0.009496021,0.07808998,-0.019741079
0.12483528,0.3829808,-0.061639097,0.027567936,0.26792273,-0.08817518,-0.04170951,0.08026779,-0.068385035,-0.00016000496,0.0007676012,-0.00016429253,0.1673747,-0.36465576,0.0047433674,0.027350115,0.95035475,-0.03661315,0.01521306,0.04762712,-0.06469944,0.007636116,0.087207,-0.029146714
0.17484976,0.40097082,-0.081321195,0.03402339,0.23490497,-0.1041859,-0.08755785,0.27964622,-0.0751877,-0.0020342013,0.0072990595,-0.0013839377,0.19189669,-0.39315727,0.030618165,0.013424063,0.546492,-0.028215565,0.006247087,0.04097664,-0.049143597,0.004173753,0.07528146,-0.030194614
0.14651561,0.39308658,-0.08343849,0.06752645,0.3451445,-0.108722806,-0.09616926,0.31303474,-0.067060485,-0.004370353,0.01371445,-0.0026730697,0.17537127,-0.37041238,0.035900228,-0.019663826,0.18556562,-0.0016835991,0.0025937378,0.0229209,-0.015272783,0.0026784218,0.0546417,-0.022455866
0.09319649,0.3815938,-0.0903072,0.09746444,0.59421206,-0.11385782,-0.08659486,0.26824492,-0.054059457,-0.004831653,0.016098103,-0.0025327278,0.16362906,-0.33038586,0.034162875,-0.024453435,0.04102605,0.016572505,0.0013642042,-0.015715709,0.00931758,-0.00076353253,0.020126587,-0.014172459
0.07899429,0.35876453,-0.09920126,0.06636796,0.9185262,-0.08679505,-0.07042065,0.23827212,-0.030330803,-0.00508051,0.015808431,-0.0022204192,0.20152697,-0.28386784,0.054926477,-0.019384151,0.14240934,0.031424694,0.00066545175,-0.03933652,0.017977387,-0.0042956825,-0.013897739,-0.006807131
0.11942824,0.30788773,-0.071217954,-0.0044490043,1.2428081,-0.014511026,-0.05261166,0.21930486,-0.0025481577,-0.00593738,0.010207004,-0.00041624482,0.2729504,-0.2295559,0.07094244,-0.013046239,0.36955854,0.026024781,-0.004134206,-0.038487524,0.0021334982,-0.0033849885,-0.0138731,-0.0025171929
0.18001574,0.21890353,-0.026880194,-0.019492486,1.5048289,0.014976864,-0.045696832,0.18669888,-0.001323194,-0.0012683761,-0.0013997285,0.0003037523,0.32645756,-0.15380047,0.068552636,0.00041252817,0.5969565,0.0112967035,-0.033933103,-0.13773993,-0.02111514,-0.0011376042,-0.00440156,-0.0007255889
0.19786347,0.07418222,0.008722968,0.0040764078,1.6348666,0.0012591389,-0.048285816,0.14046592,-0.026179872,0.004410892,-0.008125445,-0.0029307778,0.31919736,-0.016369505,0.032974597,-0.0004178652,0.65011764,0.006594158,-0.0643753,-0.2571617,-0.033586264,0.0,0.0,0.0
0.14444795,-0.090510316,0.041075375,0.009775765,1.5935947,-0.007824499,-0.045666233,0.08769883,-0.0395906,0.002351224,0.01242104,-0.0033999477,0.24929522,0.16250299,0.00048404667,-0.028693672,0.5408263,0.025466138,-0.062371537,-0.27434573,-0.019781819,-0.0002520217,-0.00061213365,0.00012236401
0.03739761,-0.24050789,0.052152775,-0.0138889,1.4014388,0.004782525,-0.030905873,0.056435503,-0.013010924,-0.0049638883,0.044299837,0.0028007026,0.116967335,0.31620607,0.007369665,-0.05400689,0.37856072,0.06099305,-0.01838628,-0.12636106,0.025693035,0.0,0.0,0.0
-0.0618474,-0.34544596,0.02846822,-0.035236795,1.0950774,0.028748829,-0.011163984,0.0463804,0.030747714,-0.0071827485,0.050997846,0.010728735,-0.029416647,0.39469972,0.052784674,-0.056059267,0.2609941,0.10136722,0.045510244,0.12918031,0.073758535,0.0008754919,0.0018531485,0.0010169547
-0.09891284,-0.38007322,-0.012579558,-0.026045348,0.7078327,0.024880325,0.0025383139,0.028239274,0.03693846,-0.004744639,0.04348088,0.0134265525,-0.104386024,0.41138652,0.09130985,-0.06682841,0.2283568,0.13134722,0.085380495,0.31366628,0.09195496,0.002812937,0.010326219,0.002349749
