1	0.99620	-0.06088	-0.05964	-0.01776	0.97751	-0.15539	-0.10048	-0.10115	0.58054	0.80034	-0.14554	0.03534	0.98371	0.16748	0.05273	0.03852	0.96406	-0.26532	0.01363	-0.00393	0.95697	-0.23231	-0.14080	0.10208	0.91625	0.39260	0.01111	-0.07893	0.99373	0.00067	-0.05638	0.09651	0.96423	-0.26278	0.02124	0.02750
2	0.99623	-0.06196	-0.05894	-0.01437	0.97628	-0.16855	-0.09821	-0.09395	0.57623	0.80380	-0.14405	0.03343	0.98414	0.16448	0.05175	0.04169	0.96410	-0.26512	0.01418	-0.00392	0.95902	-0.22374	-0.13888	0.10453	0.91659	0.39202	0.01101	-0.07781	0.99389	-0.00754	-0.05542	0.09518	0.96420	-0.26289	0.02074	0.02777
3	0.99626	-0.06309	-0.05806	-0.01066	0.97492	-0.18164	-0.09539	-0.08624	0.57334	0.80644	-0.14101	0.03230	0.98456	0.16158	0.05131	0.04352	0.96416	-0.26489	0.01486	-0.00389	0.96117	-0.21466	-0.13665	0.10675	0.91753	0.39010	0.01079	-0.07647	0.99396	-0.01480	-0.05505	0.09380	0.96418	-0.26300	0.02021	0.02797
4	0.99628	-0.06422	-0.05699	-0.00672	0.97342	-0.19460	-0.09202	-0.07826	0.57192	0.80823	-0.13657	0.03196	0.98499	0.15879	0.05142	0.04395	0.96420	-0.26467	0.01563	-0.00384	0.96340	-0.20511	-0.13411	0.10866	0.91899	0.38694	0.01044	-0.07494	0.99396	-0.02099	-0.05532	0.09238	0.96416	-0.26311	0.01971	0.02811
5	0.99630	-0.06534	-0.05572	-0.00263	0.97176	-0.20735	-0.08810	-0.07024	0.57195	0.80913	-0.13093	0.03238	0.98543	0.15612	0.05203	0.04298	0.96425	-0.26447	0.01647	-0.00377	0.96570	-0.19509	-0.13127	0.11019	0.92094	0.38265	0.00997	-0.07319	0.99393	-0.02600	-0.05625	0.09089	0.96414	-0.26318	0.01931	0.02822
6	0.99631	-0.06644	-0.05423	0.00153	0.96994	-0.21985	-0.08364	-0.06233	0.57341	0.80909	-0.12434	0.03348	0.98587	0.15356	0.05310	0.04071	0.96428	-0.26431	0.01735	-0.00370	0.96805	-0.18463	-0.12812	0.11129	0.92331	0.37729	0.00939	-0.07120	0.99388	-0.02970	-0.05787	0.08927	0.96413	-0.26323	0.01903	0.02829
7	0.99632	-0.06752	-0.05250	0.00572	0.96797	-0.23206	-0.07866	-0.05465	0.57627	0.80807	-0.11704	0.03511	0.98630	0.15113	0.05458	0.03729	0.96429	-0.26419	0.01824	-0.00365	0.97043	-0.17376	-0.12464	0.11196	0.92604	0.37097	0.00871	-0.06896	0.99383	-0.03198	-0.06019	0.08746	0.96413	-0.26324	0.01889	0.02835
8	0.99632	-0.06857	-0.05050	0.00988	0.96587	-0.24394	-0.07319	-0.04728	0.58048	0.80605	-0.10930	0.03712	0.98671	0.14881	0.05639	0.03293	0.96429	-0.26412	0.01911	-0.00364	0.97283	-0.16253	-0.12081	0.11217	0.92908	0.36377	0.00792	-0.06645	0.99380	-0.03270	-0.06323	0.08541	0.96413	-0.26321	0.01890	0.02841
9	0.99631	-0.06964	-0.04822	0.01398	0.96364	-0.25546	-0.06729	-0.04026	0.58600	0.80299	-0.10134	0.03933	0.98708	0.14660	0.05843	0.02784	0.96428	-0.26410	0.01995	-0.00372	0.97522	-0.15103	-0.11662	0.11196	0.93236	0.35581	0.00702	-0.06365	0.99379	-0.03173	-0.06697	0.08303	0.96415	-0.26315	0.01906	0.02846
10	0.99629	-0.07073	-0.04565	0.01799	0.96129	-0.26657	-0.06102	-0.03360	0.59280	0.79884	-0.09340	0.04152	0.98740	0.14450	0.06060	0.02223	0.96426	-0.26411	0.02073	-0.00390	0.97756	-0.13935	-0.11204	0.11136	0.93581	0.34720	0.00601	-0.06054	0.99379	-0.02895	-0.07141	0.08029	0.96417	-0.26304	0.01934	0.02852
11	0.99625	-0.07188	-0.04280	0.02188	0.95886	-0.27726	-0.05444	-0.02729	0.60082	0.79359	-0.08564	0.04350	0.98766	0.14253	0.06282	0.01633	0.96424	-0.26413	0.02142	-0.00421	0.97983	-0.12759	-0.10708	0.11040	0.93937	0.33809	0.00490	-0.05710	0.99379	-0.02427	-0.07651	0.07712	0.96421	-0.26284	0.01973	0.02857
12	0.99620	-0.07312	-0.03967	0.02563	0.95636	-0.28749	-0.04761	-0.02130	0.61002	0.78722	-0.07822	0.04509	0.98787	0.14067	0.06502	0.01028	0.96422	-0.26416	0.02201	-0.00462	0.98200	-0.11588	-0.10173	0.10911	0.94296	0.32860	0.00370	-0.05327	0.99374	-0.01765	-0.08222	0.07348	0.96429	-0.26251	0.02019	0.02863
13	0.99613	-0.07447	-0.03630	0.02922	0.95381	-0.29724	-0.04060	-0.01557	0.62034	0.77973	-0.07124	0.04612	0.98802	0.13892	0.06713	0.00422	0.96420	-0.26418	0.02248	-0.00510	0.98404	-0.10433	-0.09602	0.10748	0.94653	0.31887	0.00241	-0.04901	0.99362	-0.00906	-0.08847	0.06936	0.96442	-0.26199	0.02066	0.02868
14	0.99604	-0.07597	-0.03272	0.03263	0.95124	-0.30647	-0.03347	-0.01005	0.63171	0.77109	-0.06482	0.04646	0.98812	0.13729	0.06910	-0.00173	0.96419	-0.26418	0.02281	-0.00560	0.98596	-0.09304	-0.09000	0.10551	0.95002	0.30903	0.00105	-0.04424	0.99335	0.00146	-0.09516	0.06475	0.96462	-0.26123	0.02111	0.02871
15	0.99592	-0.07762	-0.02896	0.03583	0.94867	-0.31513	-0.02626	-0.00469	0.64407	0.76129	-0.05903	0.04597	0.98818	0.13576	0.07088	-0.00746	0.96418	-0.26420	0.02298	-0.00606	0.98773	-0.08210	-0.08371	0.10316	0.95340	0.29919	-0.00036	-0.03887	0.99288	0.01386	-0.10214	0.05968	0.96489	-0.26019	0.02147	0.02867
16	0.99577	-0.07944	-0.02506	0.03882	0.94615	-0.32317	-0.01905	0.00056	0.65735	0.75033	-0.05394	0.04452	0.98821	0.13430	0.07243	-0.01285	0.96416	-0.26425	0.02297	-0.00644	0.98935	-0.07160	-0.07725	0.10041	0.95663	0.28946	-0.00176	-0.03283	0.99214	0.02803	-0.10928	0.05418	0.96525	-0.25887	0.02170	0.02856
17	0.99559	-0.08143	-0.02108	0.04157	0.94370	-0.33054	-0.01187	0.00575	0.67147	0.73818	-0.04960	0.04202	0.98823	0.13287	0.07370	-0.01777	0.96413	-0.26437	0.02276	-0.00674	0.99083	-0.06157	-0.07071	0.09733	0.95966	0.27992	-0.00308	-0.02615	0.99106	0.04381	-0.11641	0.04832	0.96568	-0.25728	0.02172	0.02832
18	0.99538	-0.08359	-0.01706	0.04406	0.94135	-0.33722	-0.00478	0.01088	0.68631	0.72483	-0.04607	0.03843	0.98827	0.13139	0.07468	-0.02208	0.96408	-0.26457	0.02236	-0.00693	0.99213	-0.05204	-0.06419	0.09405	0.96249	0.27063	-0.00424	-0.01900	0.98958	0.06104	-0.12335	0.04218	0.96617	-0.25549	0.02151	0.02793
19	0.99514	-0.08592	-0.01305	0.04627	0.93914	-0.34316	0.00220	0.01593	0.70178	0.71027	-0.04338	0.03380	0.98834	0.12979	0.07535	-0.02568	0.96403	-0.26482	0.02178	-0.00704	0.99326	-0.04299	-0.05779	0.09079	0.96509	0.26162	-0.00513	-0.01164	0.98768	0.07949	-0.12995	0.03589	0.96671	-0.25354	0.02102	0.02736
20	0.99488	-0.08839	-0.00909	0.04820	0.93710	-0.34833	0.00904	0.02081	0.71774	0.69450	-0.04152	0.02822	0.98847	0.12803	0.07571	-0.02850	0.96396	-0.26511	0.02110	-0.00708	0.99421	-0.03439	-0.05160	0.08772	0.96746	0.25291	-0.00568	-0.00436	0.98531	0.09888	-0.13603	0.02958	0.96728	-0.25150	0.02025	0.02659
21	0.99459	-0.09098	-0.00522	0.04982	0.93524	-0.35274	0.01571	0.02543	0.73408	0.67750	-0.04045	0.02189	0.98866	0.12606	0.07576	-0.03050	0.96390	-0.26539	0.02037	-0.00707	0.99499	-0.02624	-0.04569	0.08496	0.96962	0.24455	-0.00585	0.00255	0.98250	0.11890	-0.14145	0.02343	0.96787	-0.24941	0.01920	0.02562
